premiere_season,category,trait_name,trait_key,premiere_body_types,all_seasons_present,body_types_by_season,premiere_asset_count,representative_asset_path,all_premiere_asset_paths,source_paths,collapsed_variant_names
Season 1,Mouth,Rainbow Puke,Mouth::rainbow puke,Female|Male|Shared,Season 1|Season 3,Season 1: Female|Male|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Mouth/Rainbow Puke.png,Canonical Trait Media/Season 1/Female/Mouth/Rainbow Puke.png | Canonical Trait Media/Season 1/Male/Mouth/Rainbow Puke.png | Canonical Trait Media/Season 1/Shared/Mouth/Rainbow Puke.png,ALL/1 FEMALE/S1 ALL/Mouth/Rainbow Puke.png | ALL/1 MALE/S1 ALL/Mouth/Rainbow Puke.png | FINAL EXPORT/3 - Mouths/Rainbow Puke.png,
Season 1,Mouth,Scared,Mouth::scared,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Scared.png,Canonical Trait Media/Season 1/Male/Mouth/Scared.png | Canonical Trait Media/Season 1/Shared/Mouth/Scared.png,ALL/1 MALE/S1 ALL/Mouth/Scared.png | FINAL EXPORT/3 - Mouths/Scared.png,
Season 1,Mouth,Shaggy,Mouth::shaggy,Male,Season 1|Season 3,Season 1: Male ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Shaggy.png,Canonical Trait Media/Season 1/Male/Mouth/Shaggy.png,ALL/1 MALE/S1 ALL/Mouth/Shaggy.png,
Season 1,Mouth,Silly,Mouth::silly,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Silly.png,Canonical Trait Media/Season 1/Male/Mouth/Silly.png | Canonical Trait Media/Season 1/Shared/Mouth/Silly.png,ALL/1 MALE/S1 ALL/Mouth/Silly.png | FINAL EXPORT/3 - Mouths/Silly.png,
Season 1,Mouth,Smile Convincing,Mouth::smile convincing,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Smile Convincing.png,Canonical Trait Media/Season 1/Male/Mouth/Smile Convincing.png | Canonical Trait Media/Season 1/Shared/Mouth/Smile Convincing.png,ALL/1 MALE/S1 ALL/Mouth/Smile Convincing.png | FINAL EXPORT/3 - Mouths/Smile Convincing.png,
Season 1,Mouth,Smirk,Mouth::smirk,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Smirk.png,Canonical Trait Media/Season 1/Male/Mouth/Smirk.png,ALL/1 MALE/S1 ALL/Mouth/Smirk.png,
Season 1,Mouth,Smirk Confident,Mouth::smirk confident,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Smirk Confident.png,Canonical Trait Media/Season 1/Male/Mouth/Smirk Confident.png | Canonical Trait Media/Season 1/Shared/Mouth/Smirk Confident.png,ALL/1 MALE/S1 ALL/Mouth/Smirk Confident.png | FINAL EXPORT/3 - Mouths/Smirk Confident.png,
Season 1,Mouth,Stubble,Mouth::stubble,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Stubble.png,Canonical Trait Media/Season 1/Male/Mouth/Stubble.png,ALL/1 MALE/S1 ALL/Mouth/Stubble.png,
Season 1,Mouth,Stubble Grin,Mouth::stubble grin,Male,Season 1|Season 2|Season 3,Season 1: Male ; Season 2: Male|Shared ; Season 3: Male,1,Canonical Trait Media/Season 1/Male/Mouth/Stubble Grin.png,Canonical Trait Media/Season 1/Male/Mouth/Stubble Grin.png,ALL/1 MALE/S1 ALL/Mouth/Stubble Grin.png,
Season 1,Mouth,Successful,Mouth::successful,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Successful.png,Canonical Trait Media/Season 1/Male/Mouth/Successful.png | Canonical Trait Media/Season 1/Shared/Mouth/Successful.png,ALL/1 MALE/S1 ALL/Mouth/Successful.png | FINAL EXPORT/3 - Mouths/Successful.png,
Season 1,Mouth,Surgical Mask,Mouth::surgical mask,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Mouth/Surgical Mask.png,Canonical Trait Media/Season 1/Shared/Mouth/Surgical Mask.png,FINAL EXPORT/3 - Mouths/Surgical Mask.png,
Season 1,Mouth,Surprised,Mouth::surprised,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Surprised.png,Canonical Trait Media/Season 1/Male/Mouth/Surprised.png | Canonical Trait Media/Season 1/Shared/Mouth/Surprised.png,ALL/1 MALE/S1 ALL/Mouth/Surprised.png | FINAL EXPORT/3 - Mouths/Surprised.png,
Season 1,Mouth,Too Cold,Mouth::too cold,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Too Cold.png,Canonical Trait Media/Season 1/Male/Mouth/Too Cold.png | Canonical Trait Media/Season 1/Shared/Mouth/Too Cold.png,ALL/1 MALE/S1 ALL/Mouth/Too Cold.png | FINAL EXPORT/3 - Mouths/Too Cold.png,
Season 1,Mouth,Wise,Mouth::wise,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Mouth/Wise.png,Canonical Trait Media/Season 1/Male/Mouth/Wise.png | Canonical Trait Media/Season 1/Shared/Mouth/Wise.png,ALL/1 MALE/S1 ALL/Mouth/Wise.png | FINAL EXPORT/3 - Mouths/Wise.png,
Season 1,Eyes,3D,Eyes::3d,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/3D.png,Canonical Trait Media/Season 1/Female/Eyes/3D.png | Canonical Trait Media/Season 1/Male/Eyes/3D.png,ALL/1 FEMALE/S1 ALL/Eyes/3D.png | ALL/1 MALE/S1 ALL/Eyes/3D.png,
Season 1,Eyes,Aviators,Eyes::aviators,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Aviators.png,Canonical Trait Media/Season 1/Female/Eyes/Aviators.png | Canonical Trait Media/Season 1/Male/Eyes/Aviators.png,ALL/1 FEMALE/S1 ALL/Eyes/Aviators.png | ALL/1 MALE/S1 ALL/Eyes/Aviators.png,
Season 1,Eyes,Black Blue Tint,Eyes::black blue tint,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Black Blue Tint.png,Canonical Trait Media/Season 1/Female/Eyes/Black Blue Tint.png | Canonical Trait Media/Season 1/Male/Eyes/Black Blue Tint.png,ALL/1 FEMALE/S1 ALL/Eyes/Black Blue Tint.png | ALL/1 MALE/S1 ALL/Eyes/Black Blue Tint.png,
Season 1,Eyes,Black C3m3nt,Eyes::black c3m3nt,Female|Male,Season 1|Season 3,Season 1: Female|Male ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Black C3m3nt.png,Canonical Trait Media/Season 1/Female/Eyes/Black C3m3nt.png | Canonical Trait Media/Season 1/Male/Eyes/Black C3m3nt.png,ALL/1 FEMALE/S1 ALL/Eyes/Black C3m3nt.png | ALL/1 MALE/S1 ALL/Eyes/Black C3m3nt.png,
Season 1,Eyes,Black on Black,Eyes::black on black,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Black on Black.png,Canonical Trait Media/Season 1/Female/Eyes/Black on Black.png | Canonical Trait Media/Season 1/Male/Eyes/Black on Black.png,ALL/1 FEMALE/S1 ALL/Eyes/Black on Black.png | ALL/1 MALE/S1 ALL/Eyes/Black on Black.png,
Season 1,Eyes,Black Red Tint,Eyes::black red tint,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Black Red Tint.png,Canonical Trait Media/Season 1/Female/Eyes/Black Red Tint.png | Canonical Trait Media/Season 1/Male/Eyes/Black Red Tint.png,ALL/1 FEMALE/S1 ALL/Eyes/Black Red Tint.png | ALL/1 MALE/S1 ALL/Eyes/Black Red Tint.png,
Season 1,Eyes,Blindfold,Eyes::blindfold,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Blindfold.png,Canonical Trait Media/Season 1/Female/Eyes/Blindfold.png | Canonical Trait Media/Season 1/Male/Eyes/Blindfold.png,ALL/1 FEMALE/S1 ALL/Eyes/Blindfold.png | ALL/1 MALE/S1 ALL/Eyes/Blindfold.png,
Season 1,Eyes,Flower,Eyes::flower,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Flower.png,Canonical Trait Media/Season 1/Female/Eyes/Flower.png | Canonical Trait Media/Season 1/Male/Eyes/Flower.png,ALL/1 FEMALE/S1 ALL/Eyes/Flower.png | ALL/1 MALE/S1 ALL/Eyes/Flower.png,
Season 1,Eyes,Fourth Wall,Eyes::fourth wall,Female|Male,Season 1|Season 3,Season 1: Female|Male ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Fourth Wall.png,Canonical Trait Media/Season 1/Female/Eyes/Fourth Wall.png | Canonical Trait Media/Season 1/Male/Eyes/Fourth Wall.png,ALL/1 FEMALE/S1 ALL/Eyes/Fourth Wall.png | ALL/1 MALE/S1 ALL/Eyes/Fourth Wall.png,
Season 1,Eyes,Glasses Round Lashes,Eyes::glasses round lashes,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Eyes/Glasses Round Lashes.png,Canonical Trait Media/Season 1/Female/Eyes/Glasses Round Lashes.png,ALL/1 FEMALE/S1 ALL/Eyes/Glasses Round Lashes.png,
Season 1,Eyes,Glitter,Eyes::glitter,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Eyes/Glitter.png,Canonical Trait Media/Season 1/Female/Eyes/Glitter.png,ALL/1 FEMALE/S1 ALL/Eyes/Glitter.png,
Season 1,Eyes,GM,Eyes::gm,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Female/Eyes/GM.png,Canonical Trait Media/Season 1/Female/Eyes/GM.png | Canonical Trait Media/Season 1/Male/Eyes/GM.png,ALL/1 FEMALE/S1 ALL/Eyes/GM.png | ALL/1 MALE/S1 ALL/Eyes/GM.png,
Season 1,Eyes,GN,Eyes::gn,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Female/Eyes/GN.png,Canonical Trait Media/Season 1/Female/Eyes/GN.png | Canonical Trait Media/Season 1/Male/Eyes/GN.png,ALL/1 FEMALE/S1 ALL/Eyes/GN.png | ALL/1 MALE/S1 ALL/Eyes/GN.png,
Season 1,Eyes,Goggles,Eyes::goggles,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Goggles.png,Canonical Trait Media/Season 1/Female/Eyes/Goggles.png | Canonical Trait Media/Season 1/Male/Eyes/Goggles.png,ALL/1 FEMALE/S1 ALL/Eyes/Goggles.png | ALL/1 MALE/S1 ALL/Eyes/Goggles.png,
Season 1,Eyes,Heart,Eyes::heart,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Heart.png,Canonical Trait Media/Season 1/Female/Eyes/Heart.png | Canonical Trait Media/Season 1/Male/Eyes/Heart.png,ALL/1 FEMALE/S1 ALL/Eyes/Heart.png | ALL/1 MALE/S1 ALL/Eyes/Heart.png,
Season 1,Eyes,Heartbreaks,Eyes::heartbreaks,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Heartbreaks.png,Canonical Trait Media/Season 1/Female/Eyes/Heartbreaks.png | Canonical Trait Media/Season 1/Male/Eyes/Heartbreaks.png,ALL/1 FEMALE/S1 ALL/Eyes/Heartbreaks.png | ALL/1 MALE/S1 ALL/Eyes/Heartbreaks.png,
Season 1,Eyes,Hypno,Eyes::hypno,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Hypno.png,Canonical Trait Media/Season 1/Female/Eyes/Hypno.png | Canonical Trait Media/Season 1/Male/Eyes/Hypno.png,ALL/1 FEMALE/S1 ALL/Eyes/Hypno.png | ALL/1 MALE/S1 ALL/Eyes/Hypno.png,
Season 1,Eyes,Jutan Spectacles,Eyes::jutan spectacles,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Jutan Spectacles.png,Canonical Trait Media/Season 1/Female/Eyes/Jutan Spectacles.png | Canonical Trait Media/Season 1/Male/Eyes/Jutan Spectacles.png,ALL/1 FEMALE/S1 ALL/Eyes/Jutan Spectacles.png | ALL/1 MALE/S1 ALL/Eyes/Jutan Spectacles.png,
Season 1,Eyes,Laser,Eyes::laser,Female|Male,Season 1|Season 3,Season 1: Female|Male ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Laser.png,Canonical Trait Media/Season 1/Female/Eyes/Laser.png | Canonical Trait Media/Season 1/Male/Eyes/Laser.png,ALL/1 FEMALE/S1 ALL/Eyes/Laser.png | ALL/1 MALE/S1 ALL/Eyes/Laser.png,
Season 1,Eyes,Money,Eyes::money,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Female/Eyes/Money.png,Canonical Trait Media/Season 1/Female/Eyes/Money.png | Canonical Trait Media/Season 1/Male/Eyes/Money.png,ALL/1 FEMALE/S1 ALL/Eyes/Money.png | ALL/1 MALE/S1 ALL/Eyes/Money.png,
Season 1,Eyes,Nerd,Eyes::nerd,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Nerd.png,Canonical Trait Media/Season 1/Female/Eyes/Nerd.png | Canonical Trait Media/Season 1/Male/Eyes/Nerd.png,ALL/1 FEMALE/S1 ALL/Eyes/Nerd.png | ALL/1 MALE/S1 ALL/Eyes/Nerd.png,
Season 1,Eyes,No Lens Circle,Eyes::no lens circle,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/No Lens Circle.png,Canonical Trait Media/Season 1/Female/Eyes/No Lens Circle.png | Canonical Trait Media/Season 1/Male/Eyes/No Lens Circle.png,ALL/1 FEMALE/S1 ALL/Eyes/No Lens Circle.png | ALL/1 MALE/S1 ALL/Eyes/No Lens Circle.png,
Season 1,Eyes,None,Eyes::none,Skeleton,Season 1|Season 2,Season 1: Skeleton ; Season 2: Ape|Shared,1,Canonical Trait Media/Season 1/Skeleton/Eyes/None.png,Canonical Trait Media/Season 1/Skeleton/Eyes/None.png,ALL/SKELETON/Eyes/None.png,
Season 1,Eyes,Pink Lemonades,Eyes::pink lemonades,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Pink Lemonades.png,Canonical Trait Media/Season 1/Female/Eyes/Pink Lemonades.png | Canonical Trait Media/Season 1/Male/Eyes/Pink Lemonades.png,ALL/1 FEMALE/S1 ALL/Eyes/Pink Lemonades.png | ALL/1 MALE/S1 ALL/Eyes/Pink Lemonades.png,
Season 1,Eyes,Standard,Eyes::standard,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Standard.png,Canonical Trait Media/Season 1/Female/Eyes/Standard.png | Canonical Trait Media/Season 1/Male/Eyes/Standard.png,ALL/1 FEMALE/S1 ALL/Eyes/Standard.png | ALL/1 MALE/S1 ALL/Eyes/Standard.png,
Season 1,Eyes,Standard Lashes,Eyes::standard lashes,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Eyes/Standard Lashes.png,Canonical Trait Media/Season 1/Female/Eyes/Standard Lashes.png,ALL/1 FEMALE/S1 ALL/Eyes/Standard Lashes.png,
Season 1,Eyes,Star,Eyes::star,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Female/Eyes/Star.png,Canonical Trait Media/Season 1/Female/Eyes/Star.png | Canonical Trait Media/Season 1/Male/Eyes/Star.png,ALL/1 FEMALE/S1 ALL/Eyes/Star.png | ALL/1 MALE/S1 ALL/Eyes/Star.png,
Season 1,Eyes,Sticky Face,Eyes::sticky face,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Sticky Face.png,Canonical Trait Media/Season 1/Female/Eyes/Sticky Face.png | Canonical Trait Media/Season 1/Male/Eyes/Sticky Face.png,ALL/1 FEMALE/S1 ALL/Eyes/Sticky Face.png | ALL/1 MALE/S1 ALL/Eyes/Sticky Face.png,
Season 1,Eyes,The Millionaires,Eyes::the millionaires,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/The Millionaires.png,Canonical Trait Media/Season 1/Female/Eyes/The Millionaires.png | Canonical Trait Media/Season 1/Male/Eyes/The Millionaires.png,ALL/1 FEMALE/S1 ALL/Eyes/The Millionaires.png | ALL/1 MALE/S1 ALL/Eyes/The Millionaires.png,
Season 1,Eyes,The Millionaires Pink,Eyes::the millionaires pink,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/The Millionaires Pink.png,Canonical Trait Media/Season 1/Female/Eyes/The Millionaires Pink.png | Canonical Trait Media/Season 1/Male/Eyes/The Millionaires Pink.png,ALL/1 FEMALE/S1 ALL/Eyes/The Millionaires Pink.png | ALL/1 MALE/S1 ALL/Eyes/The Millionaires Pink.png,
Season 1,Eyes,Three Eyes,Eyes::three eyes,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Three Eyes.png,Canonical Trait Media/Season 1/Female/Eyes/Three Eyes.png | Canonical Trait Media/Season 1/Male/Eyes/Three Eyes.png,ALL/1 FEMALE/S1 ALL/Eyes/Three Eyes.png | ALL/1 MALE/S1 ALL/Eyes/Three Eyes.png,
Season 1,Eyes,Three Eyes Lashes,Eyes::three eyes lashes,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Eyes/Three Eyes Lashes.png,Canonical Trait Media/Season 1/Female/Eyes/Three Eyes Lashes.png,ALL/1 FEMALE/S1 ALL/Eyes/Three Eyes Lashes.png,
Season 1,Eyes,Verified,Eyes::verified,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Female/Eyes/Verified.png,Canonical Trait Media/Season 1/Female/Eyes/Verified.png | Canonical Trait Media/Season 1/Male/Eyes/Verified.png,ALL/1 FEMALE/S1 ALL/Eyes/Verified.png | ALL/1 MALE/S1 ALL/Eyes/Verified.png,
Season 1,Eyes,Waffer Black,Eyes::waffer black,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Waffer Black.png,Canonical Trait Media/Season 1/Female/Eyes/Waffer Black.png | Canonical Trait Media/Season 1/Male/Eyes/Waffer Black.png,ALL/1 FEMALE/S1 ALL/Eyes/Waffer Black.png | ALL/1 MALE/S1 ALL/Eyes/Waffer Black.png,
Season 1,Eyes,Waffer Red,Eyes::waffer red,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Waffer Red.png,Canonical Trait Media/Season 1/Female/Eyes/Waffer Red.png | Canonical Trait Media/Season 1/Male/Eyes/Waffer Red.png,ALL/1 FEMALE/S1 ALL/Eyes/Waffer Red.png | ALL/1 MALE/S1 ALL/Eyes/Waffer Red.png,
Season 1,Eyes,Wavy,Eyes::wavy,Female|Male,Season 1|Season 3,Season 1: Female|Male ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/Wavy.png,Canonical Trait Media/Season 1/Female/Eyes/Wavy.png | Canonical Trait Media/Season 1/Male/Eyes/Wavy.png,ALL/1 FEMALE/S1 ALL/Eyes/Wavy.png | ALL/1 MALE/S1 ALL/Eyes/Wavy.png,
Season 1,Eyes,White,Eyes::white,Female|Male,Season 1|Season 2|Season 3,Season 1: Female|Male ; Season 2: Female|Male|Shared ; Season 3: Female|Male,2,Canonical Trait Media/Season 1/Female/Eyes/White.png,Canonical Trait Media/Season 1/Female/Eyes/White.png | Canonical Trait Media/Season 1/Male/Eyes/White.png,ALL/1 FEMALE/S1 ALL/Eyes/White.png | ALL/1 MALE/S1 ALL/Eyes/White.png,
Season 1,Eyebrows,Angry,Eyebrows::angry,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Eyebrows/Angry.png,Canonical Trait Media/Season 1/Male/Eyebrows/Angry.png | Canonical Trait Media/Season 1/Shared/Eyebrows/Angry.png,ALL/1 MALE/S1 ALL/Eyebrows/Angry.png | FINAL EXPORT/4 - Eyebrows/Angry.png,
Season 1,Eyebrows,Beauty,Eyebrows::beauty,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Eyebrows/Beauty.png,Canonical Trait Media/Season 1/Female/Eyebrows/Beauty.png,ALL/1 FEMALE/S1 ALL/Eyebrows/Beauty.png,
Season 1,Eyebrows,Bindi,Eyebrows::bindi,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Eyebrows/Bindi.png,Canonical Trait Media/Season 1/Female/Eyebrows/Bindi.png,ALL/1 FEMALE/S1 ALL/Eyebrows/Bindi.png,
Season 1,Eyebrows,Bindi Decorative,Eyebrows::bindi decorative,Female,Season 1|Season 2|Season 3,Season 1: Female ; Season 2: Female|Shared ; Season 3: Female,1,Canonical Trait Media/Season 1/Female/Eyebrows/Bindi Decorative.png,Canonical Trait Media/Season 1/Female/Eyebrows/Bindi Decorative.png,ALL/1 FEMALE/S1 ALL/Eyebrows/Bindi Decorative.png,
Season 1,Eyebrows,Concerned,Eyebrows::concerned,Male|Shared,Season 1|Season 2|Season 3,Season 1: Male|Shared ; Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 1/Male/Eyebrows/Concerned.png,Canonical Trait Media/Season 1/Male/Eyebrows/Concerned.png | Canonical Trait Media/Season 1/Shared/Eyebrows/Concerned.png,ALL/1 MALE/S1 ALL/Eyebrows/Concerned.png | FINAL EXPORT/4 - Eyebrows/Concerned.png,
Season 1,Eyebrows,Curious,Eyebrows::curious,Female|Male|Shared,Season 1|Season 2|Season 3,Season 1: Female|Male|Shared ; Season 2: Female|Male|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Eyebrows/Curious.png,Canonical Trait Media/Season 1/Female/Eyebrows/Curious.png | Canonical Trait Media/Season 1/Male/Eyebrows/Curious.png | Canonical Trait Media/Season 1/Shared/Eyebrows/Curious.png,ALL/1 FEMALE/S1 ALL/Eyebrows/Curious.png | ALL/1 MALE/S1 ALL/Eyebrows/Curious.png | FINAL EXPORT/4 - Eyebrows/Curious.png,
