premiere_season,category,trait_name,trait_key,premiere_body_types,all_seasons_present,body_types_by_season,premiere_asset_count,representative_asset_path,all_premiere_asset_paths,source_paths,collapsed_variant_names
Season 1,Accessory,Baseball Bat,Accessory::baseball bat,Female|Male|Skeleton,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Baseball Bat.png,Canonical Trait Media/Season 1/Female/Accessory/Baseball Bat.png | Canonical Trait Media/Season 1/Male/Accessory/Baseball Bat.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Baseball Bat.png,ALL/1 FEMALE/S1 ALL/Accessory/Baseball Bat.png | ALL/1 MALE/S1 ALL/Accessory/Baseball Bat.png | ALL/SKELETON/Accessory/Baseball Bat.png,
Season 1,Accessory,Basketball,Accessory::basketball,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Basketball.png,Canonical Trait Media/Season 1/Female/Accessory/Basketball.png | Canonical Trait Media/Season 1/Male/Accessory/Basketball.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Basketball.png,ALL/1 FEMALE/S1 ALL/Accessory/Basketball.png | ALL/1 MALE/S1 ALL/Accessory/Basketball.png | ALL/SKELETON/Accessory/Basketball.png,
Season 1,Accessory,Bible,Accessory::bible,Female|Male|Skeleton,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Bible.png,Canonical Trait Media/Season 1/Female/Accessory/Bible.png | Canonical Trait Media/Season 1/Male/Accessory/Bible.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Bible.png,ALL/1 FEMALE/S1 ALL/Accessory/Bible.png | ALL/1 MALE/S1 ALL/Accessory/Bible.png | ALL/SKELETON/Accessory/Bible.png,
Season 1,Accessory,Cocktail Blue,Accessory::cocktail blue,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Cocktail Blue.png,Canonical Trait Media/Season 1/Female/Accessory/Cocktail Blue.png | Canonical Trait Media/Season 1/Male/Accessory/Cocktail Blue.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Cocktail Blue.png,ALL/1 FEMALE/S1 ALL/Accessory/Cocktail Blue.png | ALL/1 MALE/S1 ALL/Accessory/Cocktail Blue.png | ALL/SKELETON/Accessory/Cocktail Blue.png,
Season 1,Accessory,Cross,Accessory::cross,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Cross.png,Canonical Trait Media/Season 1/Female/Accessory/Cross.png | Canonical Trait Media/Season 1/Male/Accessory/Cross.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Cross.png,ALL/1 FEMALE/S1 ALL/Accessory/Cross.png | ALL/1 MALE/S1 ALL/Accessory/Cross.png | ALL/SKELETON/Accessory/Cross.png,
Season 1,Accessory,Cross Body Bag,Accessory::cross body bag,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Cross Body Bag.png,Canonical Trait Media/Season 1/Female/Accessory/Cross Body Bag.png | Canonical Trait Media/Season 1/Male/Accessory/Cross Body Bag.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Cross Body Bag.png,ALL/1 FEMALE/S1 ALL/Accessory/Cross Body Bag.png | ALL/1 MALE/S1 ALL/Accessory/Cross Body Bag.png | ALL/SKELETON/Accessory/Cross Body Bag.png,
Season 1,Accessory,Double Chain,Accessory::double chain,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Accessory/Double Chain.png,Canonical Trait Media/Season 1/Skeleton/Accessory/Double Chain.png,ALL/SKELETON/Accessory/Double Chain.png,
Season 1,Accessory,Earring Cross,Accessory::earring cross,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Accessory/Earring Cross.png,Canonical Trait Media/Season 1/Skeleton/Accessory/Earring Cross.png,ALL/SKELETON/Accessory/Earring Cross.png,
Season 1,Accessory,Earring Gold,Accessory::earring gold,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Accessory/Earring Gold.png,Canonical Trait Media/Season 1/Skeleton/Accessory/Earring Gold.png,ALL/SKELETON/Accessory/Earring Gold.png,
Season 1,Accessory,Earrings Gold,Accessory::earrings gold,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Accessory/Earrings Gold.png,Canonical Trait Media/Season 1/Skeleton/Accessory/Earrings Gold.png,ALL/SKELETON/Accessory/Earrings Gold.png,
Season 1,Accessory,Earrings White,Accessory::earrings white,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Accessory/Earrings White.png,Canonical Trait Media/Season 1/Skeleton/Accessory/Earrings White.png,ALL/SKELETON/Accessory/Earrings White.png,
Season 1,Accessory,Fire Axe,Accessory::fire axe,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Fire Axe.png,Canonical Trait Media/Season 1/Female/Accessory/Fire Axe.png | Canonical Trait Media/Season 1/Male/Accessory/Fire Axe.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Fire Axe.png,ALL/1 FEMALE/S1 ALL/Accessory/Fire Axe.png | ALL/1 MALE/S1 ALL/Accessory/Fire Axe.png | ALL/SKELETON/Accessory/Fire Axe.png,
Season 1,Accessory,Gavel,Accessory::gavel,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Gavel.png,Canonical Trait Media/Season 1/Female/Accessory/Gavel.png | Canonical Trait Media/Season 1/Male/Accessory/Gavel.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Gavel.png,ALL/1 FEMALE/S1 ALL/Accessory/Gavel.png | ALL/1 MALE/S1 ALL/Accessory/Gavel.png | ALL/SKELETON/Accessory/Gavel.png,
Season 1,Accessory,GO Chain,Accessory::go chain,Skeleton,Season 1,Season 1: Skeleton,1,Canonical Trait Media/Season 1/Skeleton/Accessory/GO Chain.png,Canonical Trait Media/Season 1/Skeleton/Accessory/GO Chain.png,ALL/SKELETON/Accessory/GO Chain.png,
Season 1,Accessory,Halo,Accessory::halo,Female|Male|Skeleton,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton ; Season 2: Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Halo.png,Canonical Trait Media/Season 1/Female/Accessory/Halo.png | Canonical Trait Media/Season 1/Male/Accessory/Halo.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Halo.png,ALL/1 FEMALE/S1 ALL/Accessory/Halo.png | ALL/1 MALE/S1 ALL/Accessory/Halo.png | ALL/SKELETON/Accessory/Halo.png,
Season 1,Accessory,Headphones,Accessory::headphones,Female|Male|Skeleton,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Headphones.png,Canonical Trait Media/Season 1/Female/Accessory/Headphones.png | Canonical Trait Media/Season 1/Male/Accessory/Headphones.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Headphones.png,ALL/1 FEMALE/S1 ALL/Accessory/Headphones.png | ALL/1 MALE/S1 ALL/Accessory/Headphones.png | ALL/SKELETON/Accessory/Headphones.png,
Season 1,Accessory,Ice Cream,Accessory::ice cream,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Ice Cream.png,Canonical Trait Media/Season 1/Female/Accessory/Ice Cream.png | Canonical Trait Media/Season 1/Male/Accessory/Ice Cream.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Ice Cream.png,ALL/1 FEMALE/S1 ALL/Accessory/Ice Cream.png | ALL/1 MALE/S1 ALL/Accessory/Ice Cream.png | ALL/SKELETON/Accessory/Ice Cream.png,
Season 1,Accessory,None,Accessory::none,Female|Male|Skeleton,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton ; Season 2: Female|Male|Ape|Shared ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/None.png,Canonical Trait Media/Season 1/Female/Accessory/None.png | Canonical Trait Media/Season 1/Male/Accessory/None.png | Canonical Trait Media/Season 1/Skeleton/Accessory/None.png,ALL/1 FEMALE/S1 ALL/Accessory/None.png | ALL/1 MALE/S1 ALL/Accessory/None.png | ALL/SKELETON/Accessory/None.png,
Season 1,Accessory,Rattie Brown,Accessory::rattie brown,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Rattie Brown.png,Canonical Trait Media/Season 1/Female/Accessory/Rattie Brown.png | Canonical Trait Media/Season 1/Male/Accessory/Rattie Brown.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Rattie Brown.png,ALL/1 FEMALE/S1 ALL/Accessory/Rattie Brown.png | ALL/1 MALE/S1 ALL/Accessory/Rattie Brown.png | ALL/SKELETON/Accessory/Rattie Brown.png,
Season 1,Accessory,Rattie Grey,Accessory::rattie grey,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Rattie Grey.png,Canonical Trait Media/Season 1/Female/Accessory/Rattie Grey.png | Canonical Trait Media/Season 1/Male/Accessory/Rattie Grey.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Rattie Grey.png,ALL/1 FEMALE/S1 ALL/Accessory/Rattie Grey.png | ALL/1 MALE/S1 ALL/Accessory/Rattie Grey.png | ALL/SKELETON/Accessory/Rattie Grey.png,
Season 1,Accessory,Skateboard,Accessory::skateboard,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Skateboard.png,Canonical Trait Media/Season 1/Female/Accessory/Skateboard.png | Canonical Trait Media/Season 1/Male/Accessory/Skateboard.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Skateboard.png,ALL/1 FEMALE/S1 ALL/Accessory/Skateboard.png | ALL/1 MALE/S1 ALL/Accessory/Skateboard.png | ALL/SKELETON/Accessory/Skateboard.png,
Season 1,Accessory,Sword,Accessory::sword,Female|Male|Skeleton,Season 1|Season 2|Season 3,Season 1: Female|Male|Skeleton ; Season 2: Ape|Shared ; Season 3: Female|Male|Shared,3,Canonical Trait Media/Season 1/Female/Accessory/Sword.png,Canonical Trait Media/Season 1/Female/Accessory/Sword.png | Canonical Trait Media/Season 1/Male/Accessory/Sword.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Sword.png,ALL/1 FEMALE/S1 ALL/Accessory/Sword.png | ALL/1 MALE/S1 ALL/Accessory/Sword.png | ALL/SKELETON/Accessory/Sword.png,
Season 1,Accessory,Test Tube,Accessory::test tube,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male|Shared,3,Canonical Trait Media/Season 1/Female/Accessory/Test Tube.png,Canonical Trait Media/Season 1/Female/Accessory/Test Tube.png | Canonical Trait Media/Season 1/Male/Accessory/Test Tube.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Test Tube.png,ALL/1 FEMALE/S1 ALL/Accessory/Test Tube.png | ALL/1 MALE/S1 ALL/Accessory/Test Tube.png | ALL/SKELETON/Accessory/Test Tube.png,
Season 1,Accessory,Turtle,Accessory::turtle,Female|Male|Skeleton,Season 1|Season 3,Season 1: Female|Male|Skeleton ; Season 3: Female|Male,3,Canonical Trait Media/Season 1/Female/Accessory/Turtle.png,Canonical Trait Media/Season 1/Female/Accessory/Turtle.png | Canonical Trait Media/Season 1/Male/Accessory/Turtle.png | Canonical Trait Media/Season 1/Skeleton/Accessory/Turtle.png,ALL/1 FEMALE/S1 ALL/Accessory/Turtle.png | ALL/1 MALE/S1 ALL/Accessory/Turtle.png | ALL/SKELETON/Accessory/Turtle.png,
Season 1,Animated,blackhole,Animated::blackhole,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/blackhole.mp4,Canonical Trait Media/Season 1/Shared/Animated/blackhole.mp4,FINAL EXPORT/0 - Backgrounds/Animated/blackhole.mp4,
Season 1,Animated,blue,Animated::blue,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/blue.mp4,Canonical Trait Media/Season 1/Shared/Animated/blue.mp4,FINAL EXPORT/0 - Backgrounds/Animated/Music Added/blue.mp4,
Season 1,Animated,claw-diamond,Animated::claw diamond,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/claw-diamond.mp4,Canonical Trait Media/Season 1/Shared/Animated/claw-diamond.mp4,FINAL EXPORT/0 - Backgrounds/Animated/claw-new/claw-diamond.mp4,
Season 1,Animated,claw-gold,Animated::claw gold,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/claw-gold.mp4,Canonical Trait Media/Season 1/Shared/Animated/claw-gold.mp4,FINAL EXPORT/0 - Backgrounds/Animated/claw-new/claw-gold.mp4,
Season 1,Animated,claw-silver,Animated::claw silver,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/claw-silver.mp4,Canonical Trait Media/Season 1/Shared/Animated/claw-silver.mp4,FINAL EXPORT/0 - Backgrounds/Animated/claw-new/claw-silver.mp4,
Season 1,Animated,claw-xrobot,Animated::claw xrobot,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/claw-xrobot.mp4,Canonical Trait Media/Season 1/Shared/Animated/claw-xrobot.mp4,FINAL EXPORT/0 - Backgrounds/Animated/claw-new/claw-xrobot.mp4,
Season 1,Animated,claw-yellow,Animated::claw yellow,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/claw-yellow.mp4,Canonical Trait Media/Season 1/Shared/Animated/claw-yellow.mp4,FINAL EXPORT/0 - Backgrounds/Animated/claw-new/claw-yellow.mp4,
Season 1,Animated,clouds-updated-blue,Animated::clouds updated blue,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/clouds-updated-blue.mp4,Canonical Trait Media/Season 1/Shared/Animated/clouds-updated-blue.mp4,FINAL EXPORT/0 - Backgrounds/Animated/clouds-updated-blue.mp4,
Season 1,Animated,color-burst,Animated::color burst,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/color-burst.mp4,Canonical Trait Media/Season 1/Shared/Animated/color-burst.mp4,FINAL EXPORT/0 - Backgrounds/Animated/color-burst.mp4,
Season 1,Animated,glitch-new_1,Animated::glitch new 1,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/glitch-new_1.mp4,Canonical Trait Media/Season 1/Shared/Animated/glitch-new_1.mp4,FINAL EXPORT/0 - Backgrounds/Animated/glitch-new_1.mp4,
Season 1,Animated,pink,Animated::pink,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/Animated/pink.mp4,Canonical Trait Media/Season 1/Shared/Animated/pink.mp4,FINAL EXPORT/0 - Backgrounds/Animated/Music Added/pink.mp4,
Season 1,One of Ones,Any Given Sunday,One of Ones::any given sunday,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Any Given Sunday.png,Canonical Trait Media/Season 1/Shared/One of Ones/Any Given Sunday.png,FINAL EXPORT/1 of 1’s/Any Given Sunday.png,
Season 1,One of Ones,Ape Bones,One of Ones::ape bones,Ape,Season 1,Season 1: Ape,1,Canonical Trait Media/Season 1/Ape/One of Ones/Ape Bones.png,Canonical Trait Media/Season 1/Ape/One of Ones/Ape Bones.png,FINAL EXPORT/1 of 1’s/Ape Bones.png,
Season 1,One of Ones,Ape Slime,One of Ones::ape slime,Ape,Season 1,Season 1: Ape,1,Canonical Trait Media/Season 1/Ape/One of Ones/Ape Slime.png,Canonical Trait Media/Season 1/Ape/One of Ones/Ape Slime.png,FINAL EXPORT/1 of 1’s/Ape Slime.png,
Season 1,One of Ones,Banana,One of Ones::banana,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Banana.png,Canonical Trait Media/Season 1/Shared/One of Ones/Banana.png,FINAL EXPORT/1 of 1’s/Banana.png,
Season 1,One of Ones,Bananas,One of Ones::bananas,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Bananas.png,Canonical Trait Media/Season 1/Shared/One of Ones/Bananas.png,FINAL EXPORT/1 of 1’s/Bananas.png,
Season 1,One of Ones,Basketball,One of Ones::basketball,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Basketball.png,Canonical Trait Media/Season 1/Shared/One of Ones/Basketball.png,FINAL EXPORT/1 of 1’s/Basketball.png,
Season 1,One of Ones,Builder Bot,One of Ones::builder bot,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Builder Bot.png,Canonical Trait Media/Season 1/Shared/One of Ones/Builder Bot.png,FINAL EXPORT/1 of 1’s/Builder Bot.png,
Season 1,One of Ones,Chamillionaire,One of Ones::chamillionaire,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Chamillionaire.png,Canonical Trait Media/Season 1/Shared/One of Ones/Chamillionaire.png,FINAL EXPORT/1 of 1’s/Chamillionaire.png,
Season 1,One of Ones,Cupid of Crime,One of Ones::cupid of crime,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Cupid of Crime.png,Canonical Trait Media/Season 1/Shared/One of Ones/Cupid of Crime.png,FINAL EXPORT/1 of 1’s/Cupid of Crime.png,
Season 1,One of Ones,Cupid of Crime copy,One of Ones::cupid of crime copy,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Cupid of Crime copy.png,Canonical Trait Media/Season 1/Shared/One of Ones/Cupid of Crime copy.png,FINAL EXPORT/1 of 1’s/Cupid of Crime copy.png,
Season 1,One of Ones,Fire Axe,One of Ones::fire axe,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Fire Axe#10.png,Canonical Trait Media/Season 1/Shared/One of Ones/Fire Axe#10.png,FINAL EXPORT/1 of 1’s/Fire Axe#10.png,
Season 1,One of Ones,Flight Attendant,One of Ones::flight attendant,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Flight Attendant.png,Canonical Trait Media/Season 1/Shared/One of Ones/Flight Attendant.png,FINAL EXPORT/1 of 1’s/Flight Attendant.png,
Season 1,One of Ones,Garden of Edam,One of Ones::garden of edam,Shared,Season 1,Season 1: Shared,2,Canonical Trait Media/Season 1/Shared/One of Ones/Garden of Edam.png,Canonical Trait Media/Season 1/Shared/One of Ones/Garden of Edam.png | Canonical Trait Media/Season 1/Shared/One of Ones/Garden_of_Edam#10.png,FINAL EXPORT/1 of 1’s/Garden of Edam.png | FINAL EXPORT/1 of 1’s/Garden_of_Edam#10.png,Garden_of_Edam
Season 1,One of Ones,Gold Whale,One of Ones::gold whale,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Gold Whale.png,Canonical Trait Media/Season 1/Shared/One of Ones/Gold Whale.png,FINAL EXPORT/1 of 1’s/Gold Whale.png,
Season 1,One of Ones,McGo,One of Ones::mcgo,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/McGo.png,Canonical Trait Media/Season 1/Shared/One of Ones/McGo.png,FINAL EXPORT/1 of 1’s/McGo.png,
Season 1,One of Ones,Military Parade Dress,One of Ones::military parade dress,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Military Parade Dress.png,Canonical Trait Media/Season 1/Shared/One of Ones/Military Parade Dress.png,FINAL EXPORT/1 of 1’s/Military Parade Dress.png,
Season 1,One of Ones,Mochi,One of Ones::mochi,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Mochi.png,Canonical Trait Media/Season 1/Shared/One of Ones/Mochi.png,FINAL EXPORT/1 of 1’s/Mochi.png,
Season 1,One of Ones,Nun Camo,One of Ones::nun camo,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Nun Camo.png,Canonical Trait Media/Season 1/Shared/One of Ones/Nun Camo.png,FINAL EXPORT/1 of 1’s/Nun Camo.png,
Season 1,One of Ones,Ocean,One of Ones::ocean,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Ocean.png,Canonical Trait Media/Season 1/Shared/One of Ones/Ocean.png,FINAL EXPORT/1 of 1’s/Ocean.png,
Season 1,One of Ones,OG,One of Ones::og,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/OG.png,Canonical Trait Media/Season 1/Shared/One of Ones/OG.png,FINAL EXPORT/1 of 1’s/OG.png,
Season 1,One of Ones,Parrot,One of Ones::parrot,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Parrot.png,Canonical Trait Media/Season 1/Shared/One of Ones/Parrot.png,FINAL EXPORT/1 of 1’s/Parrot.png,
Season 1,One of Ones,PJs Pink,One of Ones::pjs pink,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/PJs Pink.png,Canonical Trait Media/Season 1/Shared/One of Ones/PJs Pink.png,FINAL EXPORT/1 of 1’s/PJs Pink.png,
Season 1,One of Ones,PJs Red,One of Ones::pjs red,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/PJs Red.png,Canonical Trait Media/Season 1/Shared/One of Ones/PJs Red.png,FINAL EXPORT/1 of 1’s/PJs Red.png,
Season 1,One of Ones,Police,One of Ones::police,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Police.png,Canonical Trait Media/Season 1/Shared/One of Ones/Police.png,FINAL EXPORT/1 of 1’s/Police.png,
Season 1,One of Ones,Police High Vis,One of Ones::police high vis,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Police High Vis.png,Canonical Trait Media/Season 1/Shared/One of Ones/Police High Vis.png,FINAL EXPORT/1 of 1’s/Police High Vis.png,
Season 1,One of Ones,Rattie Brown,One of Ones::rattie brown,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Rattie Brown.png,Canonical Trait Media/Season 1/Shared/One of Ones/Rattie Brown.png,FINAL EXPORT/1 of 1’s/Rattie Brown.png,
Season 1,One of Ones,Rattie Grey,One of Ones::rattie grey,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Rattie Grey.png,Canonical Trait Media/Season 1/Shared/One of Ones/Rattie Grey.png,FINAL EXPORT/1 of 1’s/Rattie Grey.png,
Season 1,One of Ones,Shark,One of Ones::shark,Shared,Season 1,Season 1: Shared,1,Canonical Trait Media/Season 1/Shared/One of Ones/Shark.png,Canonical Trait Media/Season 1/Shared/One of Ones/Shark.png,FINAL EXPORT/1 of 1’s/Shark.png,
Season 2,Background,Pastel Red,Background::pastel red,Female|Male|Ape,Season 2|Season 3,Season 2: Female|Male|Ape ; Season 3: Female|Male,3,Canonical Trait Media/Season 2/Ape/Background/Pastel Red.png,Canonical Trait Media/Season 2/Ape/Background/Pastel Red.png | Canonical Trait Media/Season 2/Female/Background/Pastel Red.png | Canonical Trait Media/Season 2/Male/Background/Pastel Red.png,ALL/1 FEMALE/S2 ALL/Background/Pastel Red.png | ALL/1 MALE/S2 ALL/Background/Pastel Red.png | ALL/2 APE/Background/Pastel Red.png,
Season 2,Body,Ape,Body::ape,Ape,Season 2,Season 2: Ape,1,Canonical Trait Media/Season 2/Ape/Body/Ape.png,Canonical Trait Media/Season 2/Ape/Body/Ape.png,ALL/2 APE/Body/Ape.png,
Season 2,Body,Ape Gold,Body::ape gold,Ape,Season 2,Season 2: Ape,1,Canonical Trait Media/Season 2/Ape/Body/Ape Gold.png,Canonical Trait Media/Season 2/Ape/Body/Ape Gold.png,ALL/2 APE/Body/Ape Gold.png,
Season 2,Body,Ape Melting,Body::ape melting,Ape,Season 2,Season 2: Ape,1,Canonical Trait Media/Season 2/Ape/Body/Ape Melting.png,Canonical Trait Media/Season 2/Ape/Body/Ape Melting.png,ALL/2 APE/Body/Ape Melting.png,
Season 2,Body,Ape Melting X-Ray,Body::ape melting x ray,Ape,Season 2,Season 2: Ape,1,Canonical Trait Media/Season 2/Ape/Body/Ape Melting X-Ray.png,Canonical Trait Media/Season 2/Ape/Body/Ape Melting X-Ray.png,ALL/2 APE/Body/Ape Melting X-Ray.png,
Season 2,Body,Ape X-Ray,Body::ape x ray,Ape,Season 2,Season 2: Ape,1,Canonical Trait Media/Season 2/Ape/Body/Ape X-Ray.png,Canonical Trait Media/Season 2/Ape/Body/Ape X-Ray.png,SEASON 2/ALL/Body/Ape X-Ray.png,
Season 2,Body,Ape Xray,Body::ape xray,Ape,Season 2,Season 2: Ape,1,Canonical Trait Media/Season 2/Ape/Body/Ape Xray.png,Canonical Trait Media/Season 2/Ape/Body/Ape Xray.png,ALL/2 APE/Body/Ape Xray.png,
Season 2,Body,Ape Yellow,Body::ape yellow,Ape,Season 2,Season 2: Ape,1,Canonical Trait Media/Season 2/Ape/Body/Ape Yellow.png,Canonical Trait Media/Season 2/Ape/Body/Ape Yellow.png,ALL/2 APE/Body/Ape Yellow.png,
Season 2,Body,Straight Diamond,Body::straight diamond,Male|Shared,Season 2|Season 3,Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 2/Male/Body/Straight Diamond.png,Canonical Trait Media/Season 2/Male/Body/Straight Diamond.png | Canonical Trait Media/Season 2/Shared/Body/Straight Diamond.png,ALL/1 MALE/S2 ALL/Body/Straight Diamond.png | SEASON 2/ALL/Body/Straight Diamond.png,
Season 2,Body,Straight Yellow,Body::straight yellow,Male|Shared,Season 2|Season 3,Season 2: Male|Shared ; Season 3: Male,2,Canonical Trait Media/Season 2/Male/Body/Straight Yellow.png,Canonical Trait Media/Season 2/Male/Body/Straight Yellow.png | Canonical Trait Media/Season 2/Shared/Body/Straight Yellow.png,ALL/1 MALE/S2 ALL/Body/Straight Yellow.png | SEASON 2/ALL/Body/Straight Yellow.png,
Season 2,Clothing,Banana Shirt,Clothing::banana shirt,Male|Ape|Shared,Season 2,Season 2: Male|Ape|Shared,3,Canonical Trait Media/Season 2/Ape/Clothing/Banana Shirt.png,Canonical Trait Media/Season 2/Ape/Clothing/Banana Shirt.png | Canonical Trait Media/Season 2/Male/Clothing/Banana Shirt.png | Canonical Trait Media/Season 2/Shared/Clothing/Banana Shirt.png,ALL/1 MALE/S2 ALL/Clothing/Banana Shirt.png | ALL/2 APE/Clothing/Banana Shirt.png | SEASON 2/ALL/Clothing/Banana Shirt.png,
